"소득","가계지출금액","가계지출_소비지출금액","가계지출_비소비지출금액"
1926903,1861746,1612826,248920
1927000,1600474,1267141,333333
1927680,2131331,1277347,853984
1928600,1931097,1737147,193950
192893,1535197,471697,1063500
1929050,1740919,1740919,0
1929150,907135,534450,372685
1929173,1445881,1196715,249167
1929550,1913895,1427585,486310
19297377,4337660,3984695,352965
1930050,2083235,2076085,7150
1930177,1839563,1723773,115790
1930760,1134760,1051430,83330
1930760,1398470,1135730,262740
1930861,2095014,1720534,374480
1930925,1324737,788827,535910
1931550,1129117,902317,226800
1931580,1062848,851635,211213
1931908,1073055,1052222,20833
1931950,3085699,2919149,166550
1932083,2033924,1858290,175633
1933013,1151937,1027703,124233
1933333,1330631,1022744,307887
1933333,1702026,1368186,333840
1933333,2877853,2568897,308957
1933333,937817,794484,143333
1933650,1874559,1845559,29000
1933927,1649122,1431212,217910
1934183,1048749,843279,205470
1934200,534830,372220,162610
1934453,1933487,870154,1063333
1935147,1117715,991149,126567
1935530,6919595,6369595,550000
1935633,2486431,1966431,520000
1935854,1296997,1020243,276753
1936000,1408113,1229576,178537
1936311,1378210,1199982,178228
1936667,3565686,2364333,1201353
1937540,1436963,1193246,243717
1937570,1649520,1300853,348667
1937628,1944735,1787486,157249
1937840,2469409,2313059,156350
1938183,2132011,1452948,679063
1938600,1362903,1058930,303973
1938740,923400,842725,80675
1939000,1548307,312713,1235594
1939000,1989077,406055,1583022
1939360,1935712,1250989,684723
1940000,2951158,2160186,790972
1940243,2585438,2441528,143910
1940300,3809869,2058859,1751010
1940615,1996027,1636577,359450
1940830,1281140,1083010,198130
1941000,4466559,4277022,189537
1941740,1572658,911418,661240
1942300,2706041,1586211,1119830
1942797,951884,774844,177040
1943126,2221586,1613186,608400
1943167,2365049,2230049,135000
1943333,1341623,1159583,182040
1943333,1962326,1830326,132000
19436690,14396165,6533560,7862605
1944363,1400558,1220614,179944
1945000,1474762,1177882,296880
1945686,1289215,1237965,51250
1945960,3141940,1931940,1210000
1946240,2020471,1703104,317367
1946300,1792982,1383882,409100
1946439,2218760,1988490,230270
1946537,1596580,1283922,312658
19465730,2403142,1601782,801360
1946667,2972609,2491379,481230
1946667,3577141,3180475,396667
1946890,2080784,1856870,223914
1947193,1853841,1550989,302852
1948733,1902603,1755269,147333
1948863,3464282,2574882,889400
1949440,1651271,1488501,162770
1949733,1449025,786482,662543
1949773,1871293,1764626,106667
1950217,1343796,1339010,4787
19503990,7987939,3607439,4380500
1950457,4219167,3987500,231667
1950683,1253651,1122128,131523
1952230,1295096,1192866,102230
1952450,2054566,1777211,277355
1952863,1622572,1371798,250773
1953167,1273337,986873,286463
1953260,1504992,958202,546790
1953750,2006843,1833513,173330
1953750,2420464,2177345,243119
1954125,954479,883292,71187
1954198,2538754,1793491,745263
1955051,1395431,1313801,81630
1955354,4348913,3703619,645293
1955710,1658835,1590835,68000
19557667,9903884,5723774,4180110
1956255,1304594,1126501,178093
1956333,1608682,1228682,380000
1956647,1634136,1084053,550083
1956667,1268356,1185022,83333
1957057,2746218,2043353,702865
1957445,2265247,1770024,495223
1957553,1238953,1121110,117843
1957833,2108104,1826771,281333
1957953,1820648,1139965,680683
1958127,1564043,1037377,526667
1959197,3560212,2556032,1004180
1959257,963030,793030,170000
1959403,1552477,1457477,95000
1959579,1366034,955554,410480
1959991,1506234,1496234,10000
1960000,958553,946886,11667
1960333,1112171,1002317,109853
1960925,978981,888210,90771
1961013,1687145,947820,739325
1961710,1266474,1005874,260600
1961875,1409526,955776,453750
1961900,1802045,1768278,33767
1962450,1764200,1573630,190570
1963333,2855554,2716161,139393
1963670,1487392,1063402,423990
1963886,1515392,1369933,145459
1964347,3131009,2634196,496813
1964390,1541201,1209581,331620
1964713,1503297,1155074,348223
1965000,1116045,964465,151580
1965000,1356096,740082,616013
1965000,2343369,1991369,352000
1965000,2701825,2473048,228777
1965093,976448,892601,83847
1965180,1594517,1400460,194057
1965747,1699033,1373010,326023
1966667,1277773,1217283,60490
1966667,1956426,1531426,425000
1966667,2201902,1954375,247527
1966667,2864109,2244206,619903
1966989,2445022,1868833,576189
1967000,3630530,3295540,334990
1967633,1665377,1403891,261487
1967844,990504,685578,304926
1967861,3323586,2794799,528787
1967953,1357385,1005015,352370
1968500,1884360,1884360,0
1968833,1224291,1172931,51360
1968963,1148063,1064397,83667
1969125,1490437,1298312,192125
1970000,1700438,1275438,425000
1970000,2033052,1526132,506920
1970000,937205,667205,270000
19700017,11091993,7905060,3186933
19700267,10644458,7473342,3171117
1970133,1496437,1188837,307600
1970337,2157989,1902427,255563
1971300,2332153,2086833,245320
1971333,2859540,2578166,281373
1971823,1321215,1237375,83840
1971837,3633936,3458363,175573
1972240,543256,440112,103143
1972767,1653654,1437094,216560
1973750,1220392,1128642,91750
1974000,3344898,3145681,199217
1974080,1256667,1156667,100000
1974353,1835166,1756386,78780
1975750,3090400,2798086,292314
1976190,1172283,1114803,57480
1976333,2419067,2167857,251210
19764,272145,272145,0
1976483,3308763,3226196,82567
1976667,1539743,1261063,278680
1977323,2093399,1616233,477167
1977451,1670612,1502988,167623
1977834,2196017,894521,1301497
1978500,1395517,1385517,10000
1978833,4996577,4102715,893862
1980000,1047768,817035,230733
1980000,1377782,1093300,284482
1980000,1433261,1262261,171000
1981773,2428085,1401775,1026310
1981969,2279826,2279826,0
1982000,1962340,1962340,0
1982190,1712656,1159069,553587
1982400,2675900,2675900,0
1982836,2369208,2045903,323305
1983149,1113081,632187,480894
1984903,1764227,1176987,587240
1985080,655320,635320,20000
1987250,1404356,1308356,96000
1987287,2020796,1780956,239840
1987670,1101515,864035,237480
1988090,1266048,985215,280833
1988290,1825349,1177039,648310
1988600,1599286,1381766,217520
1988640,985183,571553,413630
1990150,1301213,917398,383815
1990360,1089105,850601,238504
1990520,1504185,1086256,417929
1990740,2483780,1688203,795577
1990754,1597811,1363500,234311
1991250,1429628,1162798,266830
1991373,1642001,1295628,346373
1991727,1479993,1165760,314233
1991900,725223,579917,145307
1992333,1807048,1156771,650277
1992843,3125277,2473961,651317
19941796,11678402,5480726,6197677
1994994,2621814,101814,2520000
1995000,2307533,1693816,613717
1995260,1478840,1074750,404090
1996667,1713200,1425916,287283
1997073,1674423,1558605,115819
1997686,2708927,2185139,523788
1997900,1088802,909692,179110
1997900,1802702,1114092,688610
19980150,11080807,1930427,9150380
1998216,10825653,10469823,355830
1998333,2205556,2158539,47017
1998500,956772,656622,300150
1998830,1894284,1705980,188303
20000,3953761,3845201,108560
200000,125040,125040,0
200000,1630927,1379140,251787
200000,1676952,1663952,13000
200000,1690542,1196572,493970
200000,1781839,1697939,83900
200000,260300,260300,0
200000,2975242,2459302,515940
200000,3072176,2807176,265000
200000,3220771,2764655,456116
200000,698401,641734,56667
200000,744605,714005,30600
200000,882400,872400,10000
2000000,1010510,995810,14700
2000000,1019998,965078,54920
2000000,1035522,683822,351700
2000000,1036450,997950,38500
2000000,1044256,913089,131167
2000000,1050350,891810,158540
2000000,1118223,944456,173767
2000000,1144479,971259,173220
2000000,1145567,977007,168560
2000000,1229625,870882,358743
2000000,1292146,1010896,281250
2000000,1334774,1149090,185683
2000000,1415844,1144050,271794
2000000,1422996,1220480,202516
2000000,1475387,1119517,355870
2000000,1494534,983618,510917
2000000,1538320,790570,747750
2000000,1550076,1262156,287920
2000000,1571505,1508075,63430
2000000,1585967,1264057,321910
2000000,1601540,1165423,436117
2000000,1623002,936122,686880
2000000,1634835,1002435,632400
2000000,1642050,1642050,0
2000000,1647885,1460085,187800
2000000,1682568,1456982,225587
2000000,1701127,1510830,190297
2000000,1708647,1522517,186130
2000000,1718983,1472233,246750
2000000,1728769,1215332,513437
2000000,1762605,1509045,253560
2000000,1773344,1214607,558737
2000000,1799864,1461647,338217
2000000,1809015,1620915,188100
2000000,1821105,1605515,215590
2000000,1867245,1756245,111000
2000000,1922019,1595296,326723
2000000,1925922,1583622,342300
2000000,1943974,1753974,190000
2000000,1990993,1813763,177230
2000000,1993947,1679997,313950
2000000,1996515,1518882,477633
2000000,1997370,1609620,387750
2000000,2029475,1847975,181500
2000000,2044430,1711450,332980
2000000,2047590,1700590,347000
2000000,2055555,1801302,254253
2000000,2101669,976069,1125600
2000000,2133580,1844900,288680
2000000,2145893,1955893,190000
2000000,2175122,1527122,648000
2000000,2186722,1790180,396542
2000000,2309033,1913433,395600
2000000,2321382,2218048,103333
2000000,2507334,1467749,1039585
2000000,2557449,2076029,481420
2000000,2636450,2112450,524000
2000000,2768129,2372295,395833
2000000,2793318,2360985,432333
2000000,3065690,2875690,190000
2000000,3230491,3032264,198227
2000000,3281154,1466414,1814740
2000000,3318730,3124170,194560
2000000,3417584,3034584,383000
2000000,3446329,3101769,344560
2000000,3805007,3610447,194560
2000000,4002626,3979293,23333
2000000,4294239,4015543,278697
2000000,4814881,3974401,840480
2000000,4933876,4605436,328440
2000000,5202251,3683957,1518294
2000000,687333,634000,53333
2000000,752388,735388,17000
2000000,780508,769508,11000
2000000,782510,611610,170900
2000000,783037,698213,84823
2000000,870125,794925,75200
2000000,910985,890985,20000
2000000,912126,833106,79020
2000000,954426,928726,25700
2000000,993417,821320,172097
2001890,1650921,1434244,216677
20020000,23234181,4190451,19043730
2002273,1683966,1199620,484346
2003020,2016893,1251813,765080
2003200,1068440,605060,463380
2003433,2009253,1688733,320520
20036186,23409251,10563221,12846030
2003700,2234700,1814700,420000
2003750,2651273,1944873,706400
2004000,769813,538503,231310
2004000,868760,655960,212800
2004000,974360,763540,210820
2004120,603657,416657,187000
2004607,845232,472723,372508
2005077,1871260,1721260,150000
2005630,1615749,1113849,501900
2005923,1898187,1469723,428463
2006000,1696690,1641250,55440
2006280,1342515,1137515,205000
2006287,1230403,826887,403517
2006580,2002244,1393780,608463
2007027,2063747,2006993,56753
20071012,9571895,2975391,6596503
2007850,1325850,1170437,155413
2007860,2392224,2272224,120000
2007900,1661142,1261545,399597
2008533,5602525,4444165,1158361
2008860,1938752,1429135,509617
2009667,1603178,1352955,250223
2010000,1246911,1027971,218940
2010000,1398575,1158275,240300
2010461,2844762,2549425,295337
2011000,682737,601487,81250
2012482,1456819,999264,457555
2012618,2097364,2097364,0
2012630,1993673,1852173,141500
2012946,2422359,2020619,401740
2012993,1105703,810703,295000
2013433,2379322,1614322,765000
2013620,2517396,2235571,281825
2013750,2679948,1836958,842990
2013987,2062078,1826898,235180
2014667,1855953,1435953,420000
2015296,3367260,2848210,519050
2015500,2316967,683011,1633955
2015730,2364769,2157269,207500
2015733,2408872,2408872,0
2015820,1403460,1052793,350667
2015887,1523853,785434,738418
2016000,1467991,1299041,168950
20165333,10368111,5437687,4930424
2016667,1747687,1657687,90000
2016667,1934963,1736420,198543
2016667,2624034,2162127,461907
2016667,692460,615793,76667
2016697,1653990,1540547,113443
2016699,761629,680713,80917
2018027,3268304,1655778,1612527
2018620,2234305,1363075,871230
2018690,1820688,1760008,60680
2018713,8240286,7554449,685837
2019333,1926369,1857703,68667
2019550,1708612,908436,800175
2019951,908561,763074,145487
2020000,1298260,1162427,135833
2020193,1330493,809357,521136
2020525,1786980,1583467,203513
2020667,1392385,1053382,339003
2020725,1633772,983042,650730
2021000,794422,690562,103860
2022047,1894624,1667597,227027
2022637,1543656,1363179,180477
2023000,2319398,1661768,657630
2023020,1821315,1300738,520577
2023783,3478287,2848910,629377
2023817,381434,354768,26667
2024500,762885,742135,20750
2024713,1219520,1124406,95113
2024970,1396135,1171105,225030
2025487,1622951,1135534,487417
2025653,1145774,852041,293733
2026127,2023339,1790005,233333
2026167,1673095,1107265,565830
2026257,1867586,1540549,327037
2026343,1266687,829413,437273
2026419,1385390,1377790,7600
2026483,1157622,972917,184705
2026667,1583638,1359761,223877
2026667,2566205,2136922,429283
2027850,1647917,1185361,462556
2028260,2518964,1934268,584697
20293270,16882565,16538670,343895
2029467,2219762,1567322,652440
20297070,10646471,9317514,1328957
2030000,1376558,1285508,91050
2030000,1397289,897289,500000
2030480,1507428,1275440,231988
2031000,1283721,1242471,41250
2031500,1247693,947693,300000
2031775,3104404,2721904,382500
2033000,2815439,1184699,1630740
2033333,1693536,1279270,414267
2033333,1755508,1275365,480143
2033333,2072073,1758573,313500
2033333,2333278,2016928,316350
2033333,4363640,4063640,300000
2033360,1664236,1469536,194700
2033960,2231914,2050037,181878
2033967,1932994,1531394,401600
2034000,1093639,680141,413498
2034180,976775,874995,101780
2034200,2088654,1092152,996502
2034253,2956137,2546137,410000
2034549,1255299,1131179,124120
2034980,2238547,1930050,308497
2035255,1748159,1407264,340895
2035440,2020387,906237,1114150
2035500,1931549,1571756,359793
2036067,1507503,255903,1251600
2036417,772312,660936,111377
203642,4842850,4043512,799338
2038000,1809189,1599659,209530
2038667,1647815,1277755,370060
2038756,1242005,1074745,167260
2039397,1990188,1916258,73930
20394127,15359636,11736171,3623465
204000,967597,953537,14060
2040000,1619966,1491872,128093
2040000,2238867,2049610,189257
2040130,1548674,1129939,418735
2040473,961288,823361,137927
2040634,2829696,2216836,612860
2041323,1507183,1085153,422030
2041383,3415863,2506840,909023
2041852,835682,658016,177667
2042012,962048,496198,465850
2042853,2156187,1579947,576240
2043103,1910221,1527821,382400
2044240,479418,356398,123020
2046500,2033062,1634459,398603
2046608,1766211,1766211,0
20466667,8218839,5750566,2468273
2046667,1344111,1118571,225540
2046667,2985642,2659328,326314
20472677,10383632,5605676,4777957
2047349,1737611,1599828,137783
2047693,1534852,1510852,24000
2048070,3257326,2850761,406565
2048200,874130,807365,66765
2050000,11944421,11506434,437987
2050000,1727232,1368197,359035
2050000,1913937,1826460,87477
2050000,1943675,1738268,205407
2050000,2365460,1894295,471165
2050000,2368220,2184190,184030
2050000,3037490,2398525,638964
2050000,3760743,2307821,1452922
20505000,5659921,4107607,1552313
2050728,4449004,4017731,431273
2050793,1553635,1434435,119200
2050945,1616046,1363286,252760
2051500,2100075,2080075,20000
2053750,1713324,1473301,240023
2053750,1878438,1788949,89489
2053750,612101,581961,30140
2054000,806568,628618,177950
2054750,1041834,941834,100000
2055520,637989,509569,128420
2055520,731398,601811,129587
2055520,818025,595225,222800
2055930,1169962,668295,501667
2055993,1846178,1534512,311667
2056300,2427797,1698774,729023
2056667,1803900,1628953,174947
2056667,1960012,1768045,191967
2057333,1266199,895729,370470
2057750,3318817,2956018,362799
2058273,1650907,1493190,157717
2058333,1637441,1377177,260263
2059100,1170327,875327,295000
2059240,1191951,962617,229333
2059737,1685449,1370875,314573
2059843,1705520,1602187,103333
2060000,1611584,1562477,49107
2060000,1663707,1355374,308333
2060400,1635500,1490420,145080
2060400,2650424,2505344,145080
2060750,1295030,700526,594504
2061750,1382442,952392,430050
2062100,2409431,2123518,285913
2062320,1190360,1030180,160180
2062400,1375797,1183377,192420
2062443,1176536,893203,283333
2062460,2751373,2611023,140350
2063017,972330,860533,111797
2063513,1358898,1080698,278200
2063667,1586602,879550,707053
2064133,1891224,1367338,523887
2065000,1082745,1053045,29700
2066667,1330610,1116110,214500
2066667,2254141,1312367,941774
2066667,2899840,2740506,159333
2066667,860232,776899,83333
206667,1783485,1695031,88453
2066670,40928947,38376407,2552540
2067027,3178905,2079890,1099015
2067333,1959870,1636560,323310
2067843,1733633,1512797,220837
2067940,1876640,1635165,241475
2068050,2930676,2493525,437151
2068167,1925928,1482885,443043
2069050,1329943,1094396,235547
2069277,645122,591788,53333
2069790,1357632,1340965,16667
2070000,1078015,886255,191760
2070000,1139181,801561,337620
2070000,1264183,1247516,16667
2070000,1982339,1742339,240000
2070023,1578226,1388226,190000
2070033,2176653,2139987,36667
2070050,2358790,2182123,176667
2070385,3130128,2363761,766367
2071333,3278745,2406525,872219
2072560,2153319,1800579,352740
2072667,2657932,1930709,727223
2072873,1046330,753517,292813
2073130,1681415,997285,684130
2073340,715495,584775,130720
2073340,887905,751522,136383
2073440,7380250,6572715,807535
2073790,1417293,1303569,113723
2073790,2281068,2281068,0
2074333,1335854,1173020,162833
2074613,710323,691320,19003
2074750,8682830,8622830,60000
2074807,1796736,1767769,28967
2075000,1016883,832951,183932
2075000,1897300,1644981,252319
2075000,2466278,1741557,724721
2075967,2585330,1657704,927626
2075987,1703120,1543453,159667
2076667,1072590,898090,174500
2077333,2483663,2372840,110823
2077409,816210,785450,30760
2077846,2071891,2005391,66500
2078000,6163814,4291758,1872057
2078168,2739996,2472626,267370
2078390,1126170,1003837,122333
2078643,3668994,3393708,275287
2079333,660640,615074,45567
2080000,1675039,1625039,50000
2080000,1715649,1242232,473417
2080000,1803462,1557462,246000
2080000,1928572,1467406,461167
2080130,1661777,1461647,200130
2081317,1626503,1391894,234610
2082450,1300167,1213500,86667
2083333,1390728,1035011,355717
2083333,1805935,1716528,89407
2083467,835091,703224,131867
2083750,2007540,1163513,844027
2084173,1926765,1450385,476380
2084395,5224939,4857579,367360
2084637,2089853,1855833,234020
2084920,1216028,864814,351214
2085088,884847,574880,309967
2085447,2970505,2109668,860837
2085835,2101749,820749,1281000
2086600,1451086,1174856,276230
2087093,2898671,2482421,416250
2087400,1401245,1366592,34653
2087473,1966814,1553394,413420
2088023,1137736,901403,236333
2088363,2132474,1912474,220000
2088367,1417068,1093735,323333
2088967,2253847,2009694,244153
2089200,1164664,1134664,30000
2089333,1314807,1250460,64347
2089667,2764824,2090107,674717
2089830,1015777,915927,99850
2090000,1801056,631003,1170053
2090000,2473196,2125320,347877
2090207,2261399,791005,1470393
2090301,2089470,1751314,338157
2090363,1564243,1415550,148693
2090760,2213517,2191017,22500
2091500,2267386,1853373,414013
2091760,1840937,1400270,440667
2092083,1173400,967560,205840
2092367,2287168,1719761,567407
2092500,1401308,1073975,327333
2092590,2207220,1301905,905315
2093200,1362426,1096882,265544
2093205,1419142,1298882,120260
2093333,4214925,2863334,1351592
2093360,1843412,1406651,436761
2094077,1411083,1407749,3333
2094230,381463,239803,141660
20943667,9725890,5530033,4195857
2094971,1715688,1396207,319481
2095377,1375674,1239961,135713
2095713,1279400,1100183,179217
2095888,1837015,1670515,166500
2096590,1098659,651912,446747
2096667,945840,730120,215720
2097003,1507672,1203006,304667
2097417,2662864,1556531,1106333
2097462,2043671,1943844,99827
2099500,2322287,1629217,693070
2100000,1044504,932659,111845
2100000,1064090,994690,69400
2100000,1111568,756568,355000
2100000,1228844,1118887,109957
2100000,1248877,1020720,228157
2100000,1249870,1182770,67100
2100000,1451290,1224290,227000
2100000,1466867,1237057,229810
2100000,1509150,1500150,9000
2100000,1523856,1329296,194560
2100000,1563578,1369018,194560
2100000,1635027,1442840,192187
2100000,1675533,1240600,434933
2100000,1830131,1650571,179560
2100000,1883152,1672032,211120
2100000,1931483,1921483,10000
2100000,1968448,1788098,180350
2100000,1983221,1621291,361930
2100000,2029466,1761506,267960
2100000,2141893,1930666,211227
2100000,2191704,2048499,143205
2100000,2260316,1041156,1219160
2100000,2373431,2012801,360630
2100000,2459506,2056186,403320
2100000,2737321,2380992,356329
2100000,3471883,3127156,344727
2100000,3472881,2923712,549169
2100000,3593931,3408047,185885
2100000,4185387,2784554,1400833
2100000,7166675,6224175,942500
2100000,867341,782701,84640
2100000,942917,873760,69157
2100000,983464,966464,17000
2100090,2038062,1678082,359980
2100333,1712721,894578,818143
2100483,1603517,1443907,159610
2100483,1881215,1721605,159610
2100621,2008193,1882442,125751
2100621,2356161,1490541,865620
2100621,2547039,1725961,821078
2101183,1642836,1369959,272877
2101223,1450866,1384771,66095
210136,482993,462993,20000
210136,606157,522823,83333
2102500,2050716,2045716,5000
2102672,3245615,2818675,426940
2102712,1686195,1405615,280580
2103067,1403884,1003094,400790
2103326,2071875,1934480,137395
2103910,1573294,1288227,285067
2104090,2333176,1381581,951595
2104957,2769785,2193452,576333
2105973,2063052,1769719,293333
2106333,1687533,1406563,280970
2107000,5025672,4335708,689964
2107102,2334593,2227926,106667
2107317,954557,853357,101200
2107500,2617626,2610126,7500
2108320,2101683,1478400,623283
2108601,2511652,2199886,311766
2109110,1988206,1967373,20833
2110043,1785613,1482883,302730
2110441,2813436,2604526,208910
2110790,1888380,1637780,250600
2110803,2055351,1595424,459927
2111064,1048302,799997,248305
2111264,980603,570603,410000
2111627,2872450,2507150,365300
2111633,4816910,3689100,1127810
2111833,726020,457766,268253
2112778,1374121,1268468,105653
2113193,1239697,1116857,122840
2113311,859065,859065,0
21138405,13337121,7437821,5899300
2114603,1454633,1382967,71667
2116125,2509847,1265337,1244510
2116150,2321684,1861814,459870
2116357,1507984,1430984,77000
2116660,979803,787236,192567
2116667,1176943,557610,619333
2116667,1184275,926449,257826
211667,337229,337229,0
2117333,1749251,1195771,553480
2118500,1429636,1144303,285333
2119247,1553975,1249818,304157
2120000,1534772,1007389,527383
2120000,1580728,1525945,54783
2120000,2177936,2045706,132230
2120000,643127,643127,0
2120000,900823,804333,96490
2120000,937900,752390,185510
2120400,1709363,1658500,50863
2120617,2195514,1722327,473187
2121015,1286240,1039800,246440
2121100,2932058,2758788,173270
2121540,7250093,2146147,5103947
2122083,1754880,159480,1595400
2122200,1620313,1422557,197757
2122985,1598190,1558240,39950
2123053,3100851,2384181,716670
2123333,1234278,982612,251667
2123467,1729300,1630194,99107
21238405,10481653,2884097,7597557
2124000,1120567,1023900,96667
2124707,1733022,1141769,591253
2124780,1371185,1221185,150000
2124787,3261022,2614178,646844
2124807,1475580,1240377,235203
2125000,1827800,1782800,45000
2125048,1405621,1285911,119710
2125090,1286063,1045150,240913
2125677,1613848,1104845,509003
2126667,1952410,1295410,657000
2126667,3839954,3110284,729670
2128760,1705576,1507576,198000
2128967,1792938,1415214,377723
2129,2380217,2135397,244820
2130000,1175877,662923,512954
2130800,1000870,884670,116200
2130875,1349124,1230950,118174
2131246,1331728,971408,360320
2131667,1495314,1252481,242833
2131927,1181936,917826,264110
2132200,627290,623957,3333
2132255,2570592,1833124,737469
2133333,1183472,972952,210520
2133333,2987341,2900674,86667
2133333,3582918,1896252,1686667
2133333,4936828,3842395,1094433
2133500,1636484,1307235,329249
2133730,1695264,1207883,487382
2133785,2764643,2455040,309603
2133790,3132714,2458314,674400
2135620,1798717,1283337,515380
2136000,1545911,810237,735675
2136000,656352,506552,149800
2136090,2250347,2088097,162250
2136300,2811867,1905592,906275
2136670,2735081,1913370,821711
2136713,2205716,1897156,308560
2136820,1591880,1310667,281213
2136955,1454177,1110177,344000
2137000,2420383,2344883,75500
2137277,2255092,2021759,233333
2137350,1884905,1840589,44317
2137427,1186133,1125660,60473
2137900,5815858,4809498,1006360
2138547,891983,593700,298283
2138911,1293097,970744,322353
2139333,1409420,1311037,98383
2139580,1320010,702190,617820
213997,1393296,1265408,127888
2140000,1686328,1330555,355773
2140000,1880285,1828918,51367
2140000,2233986,1837091,396895
2140000,2886827,2719284,167544
2140067,2018554,1478047,540507
21401535,12402489,4204149,8198340
2140721,3328837,2415902,912935
21417697,14528669,7166086,7362583
2142070,4554690,3765486,789204
2142133,1575947,1361457,214490
2142865,1810591,1176891,633700
2143080,1935131,1724821,210310
2143333,1018310,744977,273333
2143333,1585731,1344328,241403
2143820,1318085,1151668,166417
2144000,2656252,1391962,1264290
2144303,1874348,779474,1094873
2145100,2643273,2375054,268219
2145200,2174137,2011821,162316
2146090,1492950,1358960,133990
2146417,1297240,1047240,250000
2146667,1082499,1035832,46667
2146667,1680340,1300547,379793
2146667,2576112,1755139,820973
2147305,2514626,2285106,229520
2147490,1796611,1481121,315490
2148133,1956920,1512253,444667
2148180,2241051,2082301,158750
2148232,1833467,1813467,20000
2148333,1915886,1407220,508667
2148590,1209158,996068,213090
2148750,2007787,1480523,527263
2149000,907986,807986,100000
2149604,1768471,1651804,116667
2149737,8465391,5885091,2580300
215000,1821127,1821127,0
2150000,1151100,870710,280390
2150000,1243740,1069090,174650
2150000,1602198,1232678,369520
2150000,1827945,1633385,194560
2150000,2459500,2444500,15000
2150000,2890579,2606389,284190
2150333,1547618,1507618,40000
2151033,1494175,1346795,147380
2151150,1665340,1353205,312135
2151523,1721279,1466186,255093
2151530,1064600,948520,116080
2151920,2436850,716850,1720000
2152417,1306269,1164436,141833
2152580,1514702,1199470,315232
2153000,1405528,1280248,125280
2153260,1948560,1735880,212680
2153424,2623367,1786451,836917
2153835,1677915,1555800,122115
2153952,2008782,2008782,0
2154000,1189471,1009511,179960
2154000,1768080,1640363,127717
2154167,1191300,1046090,145210
2154230,2220098,1812213,407886
2155000,1479580,1427800,51780
2155000,904390,875223,29167
2155417,3201441,2962777,238663
2156057,2149789,1735542,414247
2156349,1740901,1544234,196667
2156667,1674131,979348,694783
2156667,4354718,3848187,506531
2156667,4879707,4060074,819633
2157000,2319420,2013420,306000
2157100,1091230,871007,220223
2157660,1116031,865718,250313
2158587,2484694,1392114,1092580
2158630,1306868,865122,441747
2158667,1031595,818301,213293
2159162,2014640,1861020,153620
2159333,2350157,1132234,1217923
2160000,1979361,1206078,773283
2160000,4133020,2082440,2050580
2160056,2595949,2377743,218206
2160233,2220764,1990084,230680
2160303,1810030,1049667,760363
2160700,1426715,1207548,219167
2161400,3018715,2447845,570870
2162000,4303126,4194459,108667
2162165,1579759,1473092,106667
2163992,2262358,2082626,179732
2164177,6284308,5475958,808350
2164217,2708258,2455798,252460
2164895,1002828,781283,221545
2165687,904514,816017,88497
2166000,2468933,1467834,1001099
216633,873710,827347,46363
2166667,1275870,1275870,0
2166667,1367810,1278010,89800
2166667,1801289,1693759,107530
2166667,1883991,1115761,768231
2166667,1887098,1860431,26667
2166667,1917606,1558321,359285
2166667,2527011,1508301,1018710
2166667,3113238,2780198,333040
2166667,3560347,3233680,326667
2166667,6090936,4373290,1717647
216667,2829581,2083725,745857
2166770,1783788,1533848,249940
2166779,2131381,1742875,388507
2167333,1273862,1089031,184831
2168641,1836615,1797282,39333
2168800,2490894,2182424,308470
2169423,3458985,3060425,398560
2169460,2359034,2266367,92667
2169463,1560439,777969,782470
2169760,962335,811545,150790
2169837,3515756,2771549,744207
2170000,1178178,975735,202443
2170000,1591012,1310437,280575
2170287,1428012,1299058,128953
2171027,1950266,1704753,245513
2171517,2243890,1611977,631913
2171727,1421437,1236460,184977
2172667,2042553,1843823,198730
2173077,3072473,2751700,320773
217370,323420,323420,0
2173750,2368708,1352438,1016270
2173790,1667916,1396456,271460
2173833,1355821,1184148,171673
21743910,23388990,18709799,4679191
2174607,1658750,1451413,207337
2175000,2204660,1991480,213180
2175333,1293651,735681,557970
2175667,1371160,1237827,133333
2175690,3500137,3028516,471621
2175857,1496073,1032740,463333
2176000,2016213,1962047,54167
21763500,13434902,8070259,5364643
2176667,1515652,1292546,223107
2176747,1723799,1420015,303783
2176900,5812071,4000825,1811246
2177050,2377807,2148807,229000
2177530,1500275,1270685,229590
2178067,1705594,1374104,331490
2178110,1289498,1220368,69130
2178280,1590960,946800,644160
2178797,1507554,1330894,176660
2179297,2681792,2467202,214590
2179790,1495528,1201128,294400
2179962,2466457,2346757,119699
2180000,1732417,1515267,217150
2181584,2034836,1214436,820400
2181790,1611527,1330147,281379
2182448,1529680,1186964,342717
2182500,1301251,1116826,184425
2182667,1447264,1313930,133333
2182892,1545149,1311570,233579
2183013,1904847,1681514,223333
2183222,2211360,1746860,464500
218333,456980,419980,37000
2183333,1852171,1283964,568207
2183333,2131321,1961738,169583
2183633,1461078,1327744,133333
2184020,1391791,1140131,251660
2184030,2061391,1265379,796012
2184062,1802549,1519966,282583
2184600,1092810,1092810,0
2184938,1900971,1526083,374888
21850000,7016673,5452744,1563929
2185625,2723116,2013817,709300
2185681,740025,740025,0
2185733,1850223,1335657,514567
2186453,925014,916040,8973
2187045,1567901,1250467,317433
2187140,817560,627910,189650
2187261,1580070,1568320,11750
2187943,901418,722972,178447
2187963,1355523,1136020,219503
2188156,1692629,1384769,307860
2188250,1481123,1142561,338563
