00040,1965000,2343369,1991369,352000
00040,2896120,3431729,1993396,1438333
00040,566950,424957,424957,0
00040,8200000,13431311,11089411,2341900
00041,12514927,8143975,4983305,3160670
00041,1733333,965833,775616,190217
00041,3000000,3452152,2521742,930410
00041,4250030,2413940,940210,1473730
00042,1187083,1212627,1120384,92243
00042,1288510,1517081,1426414,90667
00042,2148333,1915886,1407220,508667
00042,2450000,493236,269686,223550
00043,11092068,3698108,1179721,2518387
00043,1166667,1146699,994622,152077
00043,4646667,4173449,3357039,816410
00043,553750,574212,417762,156450
00044,12937123,6308881,2902327,3406554
00044,1328950,1178375,1069708,108667
00044,1359770,1421105,1338105,83000
00044,2500000,3132823,2923823,209000
00045,1081759,1100603,1052936,47667
00045,2561667,2155884,1556840,599043
00045,960110,1344910,1314910,30000
00045,994010,1283712,1223712,60000
00046,11588484,4645364,1274559,3370806
00046,1453333,1088350,1076550,11800
00046,1875000,1010165,999200,10965
00046,4266667,2154837,1833440,321397
00047,10669217,6152487,3173077,2979410
00047,11277657,5813348,2387947,3425401
00047,5554530,4187407,3298132,889275
00047,7000000,6801814,5612858,1188957
00048,1306000,922795,912795,10000
00048,1726333,1189797,1004777,185020
00048,3750000,5273989,4076819,1197170
00048,4329890,4888610,3842040,1046570
00049,17767233,5050016,2953895,2096121
00049,1850000,843072,727422,115650
00049,5093957,1768793,1266653,502140
00049,9106092,6694504,2441876,4252628
00050,10560000,5627076,2741719,2885357
00050,1754910,497667,487667,10000
00050,2980000,1439880,1328190,111690
00050,6580703,3368553,2466646,901907
00051,10756750,7819577,2915934,4903643
00051,11082980,4041253,2181473,1859780
00051,7763910,4160064,3197790,962274
00051,866667,1448607,1182447,266160
00052,1900000,773442,711302,62140
00052,3466667,2870285,2370612,499673
00052,5950000,10660130,6405860,4254270
00052,7291667,7664351,6694428,969923
00053,18000000,6618558,3929988,2688570
00053,3030000,1484547,1365370,119177
00053,3433333,5072210,4024630,1047580
00053,4927577,2568055,1799115,768940
00054,14494567,4456925,2483091,1973834
00054,3300000,3419494,2846868,572625
00054,7802413,6102540,4841340,1261200
00054,800000,2585882,1776610,809272
00055,3800000,3016372,2758172,258200
00055,6418255,3334206,2323572,1010633
00055,752723,437967,437967,0
00055,8200000,10522166,8233186,2288980
00056,12671223,3893844,2340924,1552920
00056,3500000,9366363,5258363,4108000
00056,500067,1180583,1162216,18367
00056,5007990,2899794,2178434,721360
00057,1200000,1328887,1177467,151420
00057,12516823,8399590,5866550,2533040
00057,2160056,2595949,2377743,218206
00057,5450000,7228736,5100716,2128020
00058,1908100,1333833,995883,337950
00058,2830716,2571097,2259625,311472
00058,3981667,2590079,1741765,848313
00058,688000,473790,193617,280173
00059,3170985,1833374,1248484,584890
00059,3730310,3405165,2224123,1181043
00059,4083667,2775663,2088615,687048
00059,8864189,5903466,4142546,1760920
00060,0,3633952,3197452,436500
00060,1420417,980810,881477,99333
00060,5188133,3913177,2871390,1041787
00060,667837,367767,367767,0
00061,4200000,45443115,43943105,1500010
00061,5079743,3270470,2503577,766893
00061,6659107,5306378,4448468,857910
00061,763380,682792,590345,92447
00062,10698580,7923903,5515418,2408485
00062,1297667,1473401,1300067,173333
00062,300000,931655,922988,8667
00062,7227817,5168472,3296599,1871873
00063,10444013,8373808,5607864,2765943
00063,1760018,2653229,2296665,356565
00063,2433333,1692263,1363186,329077
00063,688000,235520,235520,0
00064,2249587,2038167,1565357,472810
00064,506700,1122065,937155,184910
00064,5397920,3584474,2670064,914410
00064,7267915,4984147,3882267,1101880
00065,15746667,11487913,9581220,1906693
00065,3679320,3111793,2038000,1073792
00065,4556300,4132427,3486023,646403
00065,753750,1396660,1286660,110000
00066,3646667,2329298,1652891,676407
00066,4789577,3850694,2845795,1004900
00066,5900000,3183892,2675225,508667
00066,6841910,3694544,3044934,649610
00067,13023333,9389228,6330091,3059137
00067,3627320,2877601,2220864,656737
00067,6871285,4906420,3813555,1092865
00067,7236110,4057726,3141731,915995
00068,1184750,1230928,1067594,163333
00068,2500000,2330168,2238168,92000
00068,6250000,9639704,4015201,5624503
00068,9826450,8716833,5837863,2878970
00069,13100000,8604020,6514990,2089030
00069,2550000,1517830,1228420,289410
00069,5200580,4707708,3570444,1137264
00069,752819,6539937,6141187,398750
00070,2576987,2966199,2693169,273030
00070,2665567,1828858,1522019,306839
00070,5902500,3027660,2687660,340000
00070,8749465,3942869,976909,2965960
00071,13319415,5306654,2146571,3160083
00071,4409660,4777265,4355315,421950
00071,4565320,3002377,2081653,920723
00071,7237167,4789432,3148865,1640567
00072,180000,800172,800172,0
00072,19764,272145,272145,0
00072,2120617,2195514,1722327,473187
00072,2400000,2412850,2126850,286000
00073,13016667,7810347,5104120,2706227
00073,1803750,2120573,1970143,150430
00073,445327,417003,283670,133333
00073,7250000,2516653,2082368,434285
00074,13274500,1357290,1300530,56760
00074,2442583,2387196,1755637,631559
00074,5528667,2130355,1155305,975050
00074,6291667,6792157,5390987,1401170
00075,1403750,1484683,1304683,180000
00075,4020387,2532689,2396795,135893
00075,5475733,4190281,3054047,1136233
00075,6726342,4701972,3470867,1231104
00076,10560000,5905766,2634179,3271587
00076,1266667,2192939,2109605,83333
00076,1754667,1380787,847453,533333
00076,2603500,1689399,1417650,271749
00077,3081780,1803769,1507205,296563
00077,3253927,2704306,1975500,728807
00077,5217420,4856406,4094386,762020
00077,7624923,5703326,2639137,3064189
00078,2447237,4056159,3569492,486667
00078,319764,733538,723538,10000
00078,4284290,2580382,2118642,461740
00078,727000,1156795,1122462,34333
00079,0,875490,859490,16000
00079,1494250,2334494,2097337,237157
00079,5493000,2039583,1426003,613580
00079,6690000,1901150,1191284,709866
00080,30000,973132,958132,15000
00080,3860000,3672836,2634356,1038480
00080,5142000,4641303,4032953,608350
00080,800000,451810,451810,0
00081,10560000,5251670,2652410,2599260
00081,1464390,984192,922312,61880
00081,3100000,3670086,3528256,141830
00081,550357,361963,295297,66667
00082,1279510,1488650,1385023,103627
00082,1450000,1026060,992100,33960
00082,2563000,2743276,2473892,269384
00082,830850,832168,779175,52993
00083,1500000,1909722,1861222,48500
00083,2170000,1591012,1310437,280575
00083,2577610,2833940,2693547,140393
00083,5070307,3220318,1402288,1818029
00084,1436000,1238626,1171959,66667
00084,1900000,496782,434642,62140
00084,2306177,4136296,3636799,499497
00084,4996542,3009281,1483959,1525322
00085,3030000,1273990,1184900,89090
00085,4070087,2179659,1828293,351367
00085,5129000,3455435,2824985,630449
00085,5140000,4774145,3983748,790397
00086,1863127,2621840,2435833,186007
00086,4483333,2913359,2394286,519073
00086,7840000,3543515,2068532,1474983
00086,7885000,4226397,3063940,1162457
00087,1054043,1839757,1610845,228912
00087,2306220,1901825,1595785,306040
00087,4290000,3973084,2087506,1885578
00087,6690000,2060762,1245950,814813
00088,1043333,1859457,1707123,152333
00088,3430000,3280460,3086260,194200
00088,3860000,3053693,2443143,610550
00088,766667,1260097,1008000,252097
00089,1168140,1450534,1388698,61837
00089,1400000,1080343,952996,127347
00089,20472677,10383632,5605676,4777957
00089,2616890,1647268,1377884,269384
00090,1349700,738549,640442,98107
00090,3000000,2461587,2053187,408400
00090,4448333,2692888,1915168,777720
00090,778000,2451340,2188006,263333
00091,4190000,3861129,2059451,1801678
00091,4600000,2975543,2293514,682029
00091,4631903,3670860,1554439,2116420
00091,4750000,4311685,3148911,1162773
00092,13340365,9106914,6276699,2830215
00092,2328300,4371518,3740557,630960
00092,4432188,4322127,3853130,468997
00092,634503,315930,313930,2000
00093,16333337,6257184,4210624,2046560
00093,400000,1029902,786486,243417
00093,4889000,4313297,3355514,957783
00093,5355527,3712305,2754972,957333
00094,1903333,1172133,902500,269633
00094,406667,867251,863251,4000
00094,7840000,3198235,1724918,1473317
00094,985600,1431240,1263240,168000
00095,1505900,1152358,788728,363630
00095,2000000,1925922,1583622,342300
00095,2418323,4127221,3822177,305044
00095,6650301,5599975,4336495,1263480
00096,0,1502613,1401613,101000
00096,2990060,1411599,1131616,279983
00096,6086000,5079626,3216097,1863529
00096,8123490,3243085,2485103,757983
00097,11141960,3935913,2303585,1632328
00097,16716667,8065546,4518326,3547220
00097,4381213,3063512,2434102,629410
00097,4589000,2447957,1657407,790550
00098,1997073,1674423,1558605,115819
00098,4716667,4836374,3514708,1321666
00098,601170,169920,169920,0
00098,7867140,4297394,3105955,1191439
00099,0,1105519,1095754,9765
00099,0,1228461,1054461,174000
00099,16666670,9452659,6553963,2898697
00099,6676667,3272022,1718058,1553964
00100,2327083,1038805,665125,373680
00100,2500000,1186505,637225,549280
00100,2887367,2544030,2203237,340793
00100,300000,900388,900388,0
00101,1134750,1739570,1711570,28000
00101,1701267,1041566,680089,361477
00101,1750000,1554594,1077788,476806
00101,1965000,2701825,2473048,228777
00102,2846050,782890,692980,89910
00102,4930000,3831552,3330177,501375
00102,5965913,3770495,2928328,842167
00102,7562043,2849734,2149459,700275
00103,3005120,5464734,4420779,1043955
00103,3100000,2009786,1455566,554220
00103,3946276,3197142,2654786,542357
00103,7855333,4943042,1797600,3145442
00104,2425290,2205120,1965410,239710
00104,2472494,2020393,1726820,293573
00104,3301593,3813976,2442276,1371700
00104,4565320,4136004,3088281,1047723
00105,2043103,1910221,1527821,382400
00105,2920214,2638892,2325018,313873
00105,5265433,4575685,3027709,1547977
00105,6475000,3050094,1664047,1386047
00106,2392760,1962435,1748515,213920
00106,2844059,4191721,3340737,850984
00106,3363430,2630188,2188128,442060
00106,9431940,12167769,8556028,3611741
00107,1551927,1393748,1197508,196240
00107,1750000,2553202,2186277,366925
00107,2500000,1144780,643620,501160
00107,5033333,5843308,5157092,686217
00108,13008333,8796913,5902113,2894800
00108,1743630,1460993,1127056,333937
00108,18050113,17787829,14274249,3513580
00108,2366667,983750,902346,81403
00109,3223177,2510523,2108973,401550
00109,6086945,3879023,2974543,904480
00109,6686667,5773879,4285903,1487977
00109,8666667,16513789,15677789,836000
00110,1220629,986610,835447,151163
00110,1750000,2247089,1720714,526375
00110,3289667,2152804,1615917,536887
00110,7641159,5116678,3409850,1706828
00111,12950000,7274431,4679741,2594690
00111,1590000,4529844,3636177,893667
00111,2200867,3128871,2477916,650956
00111,2705677,2049397,1783660,265737
00112,1055120,1427190,485160,942030
00112,5230000,3652806,2386254,1266552
00112,6550000,5735787,4884617,851170
00112,7666315,5955447,4944739,1010708
00113,10004938,12442622,7780835,4661787
00113,12500000,9981949,7756849,2225100
00113,7340000,7037031,3269689,3767342
00113,8869245,4317843,3195132,1122711
00114,0,5466289,4916895,549393
00114,12295010,12596588,8282088,4314500
00114,12550000,19613905,15245761,4368144
00114,2133500,1636484,1307235,329249
00115,16533333,12914162,10090542,2823620
00115,2926870,3235021,3097521,137500
00115,3261680,1407988,739030,668958
00115,9900000,4357762,2188762,2169000
00116,3200000,2798437,2338437,460000
00116,4477500,3789822,3134352,655470
00116,7900000,4571620,4056930,514690
00116,9727226,6391182,3528035,2863147
00117,1756060,2178770,1932060,246710
00117,30939000,14607540,4344435,10263105
00117,5500000,4990550,3925873,1064677
00117,677180,4516650,1980773,2535877
00118,12068867,6875186,4741520,2133667
00118,19148946,8231010,4879196,3351814
00118,317700,23842130,23342130,500000
00118,883690,357605,304605,53000
00119,0,4353007,3980647,372360
00119,1055120,827603,590180,237423
00119,1518040,2796383,2623293,173090
00119,66667,719152,607485,111667
00120,10366667,3719497,1663830,2055667
00120,12650960,8791081,4408291,4382790
00120,1560000,2296543,2166653,129890
00120,3077920,2629197,2370107,259090
00121,2019333,1926369,1857703,68667
00121,2510203,2502982,2475315,27667
00121,30100000,17183762,7141648,10042113
00121,696827,1144269,954269,190000
00122,13255500,5987006,3363649,2623357
00122,2900000,3003163,2415506,587657
00122,5692647,5105436,4432533,672903
00122,7900000,3328326,2816726,511600
00123,0,447325,425658,21667
00123,1861443,1098230,811513,286717
00123,2111627,2872450,2507150,365300
00123,5603800,3743554,2419054,1324500
00124,1534220,1241647,1030207,211440
00124,1560000,1696882,1561602,135280
00124,284300,473612,448945,24667
00124,5691300,6935690,4925530,2010160
00125,2291667,1230071,998061,232010
00125,2714105,1539655,1272405,267250
00125,4233333,3106335,2185439,920897
00125,633160,943594,904927,38667
00126,0,1175500,1175500,0
00126,2116357,1507984,1430984,77000
00126,3441667,3288914,3174428,114487
00126,3910067,3461565,3023325,438240
00127,0,1518770,1418770,100000
00127,1182573,659382,608615,50767
00127,4738400,2449205,1967880,481325
00127,5614433,3934576,2456076,1478500
00128,4609882,2849797,1119020,1730777
00128,725000,1141932,1091932,50000
00128,7590967,5221849,2455212,2766637
00128,877470,1205160,1149950,55210
00129,2142133,1575947,1361457,214490
00129,2176900,5812071,4000825,1811246
00129,4038000,1873892,1245812,628080
00129,4753333,3106895,2232272,874623
00130,1842480,2377762,2110832,266930
00130,2140000,1880285,1828918,51367
00130,4932000,3624606,3027490,597116
00130,919520,1234870,1087200,147670
00131,2100000,1563578,1369018,194560
00131,2233333,3530789,3239539,291250
00131,2291667,1183991,950541,233450
00131,4081437,2241054,1946500,294554
00132,1481333,2073641,2071641,2000
00132,1507810,1687565,1510065,177500
00132,1714727,1456886,1342126,114760
00132,3558167,2629305,2075692,553613
00133,1972767,1653654,1437094,216560
00133,42563085,18536500,1949641,16586859
00133,488475,686132,662012,24120
00133,960363,700449,662116,38333
00134,1850000,2329770,2129507,200263
00134,2333333,3266944,2938594,328350
00134,5500000,6890849,4368919,2521931
00134,684731,977333,968864,8469
00135,1982000,1962340,1962340,0
00135,2100000,2141893,1930666,211227
00135,4141000,3946949,2510542,1436407
00135,5928610,3609608,3294488,315120
00136,1364038,661675,616675,45000
00136,1375000,1869161,1657541,211620
00136,3450500,2646287,1932268,714019
00136,4602803,7795100,6495307,1299792
00137,5788673,4690871,3429431,1261440
00137,687896,1246947,1205376,41571
00137,7639757,5195071,2202411,2992660
00137,7800000,3155703,1670453,1485250
00138,2000000,1996515,1518882,477633
00138,3430613,1925009,1557889,367120
00138,4166667,6276535,4053885,2222651
00138,4892600,5665505,4419431,1246073
00139,0,1521683,1412017,109667
00139,1566667,1205432,1063479,141953
00139,3500000,2671766,1591026,1080740
00139,6104583,4045391,3020067,1025323
00140,2389673,2957460,1317966,1639493
00140,3787073,5068731,3687799,1380931
00140,9013000,5504290,3212999,2291291
00140,9013000,7506982,5144855,2362127
00141,11886162,9532530,7821120,1711410
00141,4572020,2328832,1260252,1068580
00141,8057147,4405484,2365340,2040144
00141,8269900,8731775,7165504,1566272
00142,12872630,7148761,4117621,3031140
00142,18338140,8699471,4508427,4191043
00142,3635937,4356164,3160687,1195477
00142,4677097,4678213,3618753,1059460
00143,2435000,2973256,1809009,1164247
00143,2559983,1781756,1684925,96831
00143,3403993,1222953,852990,369963
00143,5254993,3405422,2424015,981407
00144,2450800,2476746,1457236,1019510
00144,3000000,1283825,1183825,100000
00144,3673470,3474875,2490905,983970
00144,4511000,4432219,3477335,954884
00145,16666670,8417249,5661519,2755730
00145,16914792,8465320,4096330,4368990
00145,7062205,3635249,1909912,1725338
00145,7688560,3104384,2892014,212370
00146,12934233,5692893,2937343,2755550
00146,2916637,2956759,2774513,182246
00146,3750000,3113532,2240062,873470
00146,821443,497562,473462,24100
00147,1178272,653276,637176,16100
00147,1232305,2200637,1114742,1085895
00147,2611740,1458267,1167317,290950
00147,2846216,1397685,1042070,355614
00148,2403750,1294883,898923,395960
00148,2785387,2480880,2321531,159349
00148,4150500,3708549,2681178,1027371
00148,4914843,5573175,3928225,1644950
00149,0,2086986,1617436,469550
00149,2883333,2309574,2092574,217000
00149,3976187,2807187,1945323,861863
00149,6508556,4357628,2614899,1742728
00150,2530150,1990693,1598373,392320
00150,3100000,3876141,2330020,1546121
00150,7706273,3092550,2563853,528696
00150,880778,548491,531058,17433
00151,1262365,724673,707240,17433
00151,1500000,1437753,1253523,184230
00151,4122073,2728131,2024624,703507
00151,600000,1417341,1417341,0
00152,2452774,1510110,1243760,266350
00152,2921041,1826297,1694780,131517
00152,3798333,926024,815401,110623
00152,4128867,5164239,3742823,1421417
00153,2916667,2396743,2169230,227513
00153,3600000,3206467,2227597,978870
00153,3966153,3864783,2527623,1337160
00153,674270,1037851,1037851,0
00154,1750000,3664804,3230525,434278
00154,3133333,3991668,2522476,1469192
00154,3752500,3074586,2229546,845040
00154,5482160,2558505,2113145,445360
00155,2311740,1342137,1342137,0
00155,2754557,3188437,2367700,820737
00155,3452590,2900033,1980343,919690
00155,4246802,3772308,3268308,504000
00156,3823333,1040304,893740,146563
00156,5000000,4085277,2979532,1105745
00156,7921003,3973821,3067494,906327
00156,936313,661620,501620,160000
00157,2059240,1191951,962617,229333
00157,4436667,3234603,2304117,930487
00157,5030000,3637810,2865582,772228
00157,536730,1215582,1201628,13953
00158,2221530,1189458,954791,234667
00158,3179152,1979443,1912440,67002
00158,548750,374815,352815,22000
00158,674270,835112,835112,0
00159,1498890,1029320,691736,337583
00159,2040000,1619966,1491872,128093
00159,2500000,1887580,817343,1070237
00159,603750,264195,203435,60760
00160,1583333,1491423,922330,569093
00160,2419550,1539710,1217510,322200
00160,691075,2052507,1885989,166519
00160,855990,832699,776033,56667
00161,1653667,1423314,1346647,76667
00161,2836364,2412269,1991389,420880
00161,3653750,2186591,1794378,392213
00161,4815000,4335131,3412903,922228
00162,2072873,1046330,753517,292813
00162,2363333,1455889,1360942,94947
00162,5246667,5041671,3439091,1602581
00162,5501253,3218249,2753256,464993
00163,10127108,11659653,8092337,3567316
00163,2916667,2450260,2233090,217170
00163,4187603,2707318,2046208,661110
00163,766667,1527067,1173734,353333
00164,1750000,6703634,2236709,4466925
00164,2016667,1747687,1657687,90000
00164,3500000,3530032,3213232,316800
00164,9155545,5734729,2776726,2958003
00165,15614203,6041885,1850855,4191030
00165,1942797,951884,774844,177040
00165,2377596,2397119,1757242,639877
00165,2481485,3671696,3074436,597260
00166,12000000,4248380,3708380,540000
00166,2518961,2360841,1867055,493787
00166,5000000,3553066,2452216,1100850
00166,9483320,7290141,4657985,2632156
00167,12176667,18610046,14245565,4364481
00167,1422485,1291057,1269397,21660
00167,6875390,4020163,3363953,656210
00167,7680890,4298420,2259286,2039134
00168,16071466,9612260,7236190,2376070
00168,16533333,14710310,9212954,5497357
00168,2151530,1064600,948520,116080
00168,6272300,3656828,3024928,631900
00169,10613336,12271560,5245938,7025623
00169,1118440,1238979,1222312,16667
00169,1198890,970991,736635,234357
00169,12080382,6843164,5348104,1495060
00170,2016667,1934963,1736420,198543
00170,2266667,1465254,1262814,202440
00170,7411906,9368462,7946528,1421934
00170,9930990,11931461,8967091,2964370
00171,10126990,6465320,3830163,2635157
00171,10436441,11297470,8112176,3185293
00171,2303320,2245781,1867858,377923
00171,3357013,2047708,1476418,571290
00172,2566667,2624896,2262009,362887
00172,2966154,2505033,2179298,325735
00172,5338148,5520147,4149381,1370766
00172,9417497,9045287,6397560,2647727
00173,10487844,9258712,5612771,3645941
00173,3833333,3249342,2909226,340117
00173,500000,827888,827888,0
00173,9300844,7048042,4276046,2771996
00174,1723333,867375,848378,18997
00174,22614498,15670193,9479240,6190953
00174,393333,791070,768076,22993
00174,8609755,2916528,1755115,1161413
00175,0,1311976,1157236,154740
00175,0,5121444,4114139,1007305
00175,14666667,9503098,7651831,1851267
00175,1500000,1062495,966682,95813
00176,6366667,3818121,2154386,1663735
00176,903828,818342,781675,36667
00176,978617,924633,907967,16667
00176,9850000,5737560,3316010,2421550
00177,1180000,1204859,1186789,18070
00177,1733333,1090655,1078362,12293
00177,31000000,15260027,3908507,11351520
00177,6435833,4855506,2454952,2400554
00178,12000000,14799466,11195702,3603764
00178,14263466,8645423,4486402,4159021
00178,3315903,2209980,1220168,989812
00178,4566667,1929395,1719395,210000
00179,17033333,11283594,8550564,2733030
00179,2533333,1242134,1111447,130687
00179,4302377,2333232,2128232,205000
00179,4741610,11464556,3552569,7911987
00180,12972724,8390749,3959613,4431137
00180,1560000,1633471,1503581,129890
00180,2725500,3020341,2555671,464670
00180,4083057,3034352,2406408,627944
00181,10730120,15257832,13772504,1485328
00181,633160,868384,846384,22000
00181,9235766,8487796,2993152,5494643
00181,953000,2077740,1314740,763000
00182,1225380,1549492,961247,588245
00182,14657301,8023810,4920043,3103767
00182,1960333,1112171,1002317,109853
00182,621107,766484,766484,0
00183,2557375,1564276,1308366,255910
00183,3257000,3144659,2933719,210940
00183,4553833,3812876,2760508,1052368
00183,8779872,7741205,4510316,3230889
00184,3497397,2762739,2108806,653933
00184,4265000,593210,473360,119850
00184,4316700,3177719,2409974,767745
00184,9551723,7099761,2978288,4121473
00185,11276000,6881546,3686055,3195492
00185,2000000,1990993,1813763,177230
00185,3024487,2294845,1970965,323880
00185,3375500,2879423,2525433,353990
00186,2281191,1552451,1242744,309707
00186,4393333,2738279,2119729,618550
00186,500000,894530,894530,0
00186,5575120,4010235,2483235,1527000
00187,1040000,1379174,1369174,10000
00187,5286733,823797,440844,382953
00187,7094949,2675744,1815807,859937
00187,9061475,4536822,2175747,2361075
00188,2612495,1161318,938278,223040
00188,266667,800728,494061,306667
00188,5466667,2962153,1895129,1067023
00188,6400000,2390008,1398238,991770
00189,1099520,901869,873789,28080
00189,1181167,1011183,970683,40500
00189,4500000,2622971,1042761,1580210
00189,846607,914367,907700,6667
00190,240000,736298,431298,305000
00190,3300000,2378852,2164551,214301
00190,3876667,3195853,3165820,30033
00190,8116130,14196866,11460679,2736187
00191,11594120,5227729,2549698,2678031
00191,5118103,2639026,2270823,368203
00191,666667,1769603,1334673,434930
00191,794400,901727,895060,6667
00192,1382000,868946,551495,317451
00192,1788257,2514654,2339897,174757
00192,2600000,1581921,1269801,312120
00192,4100000,5040785,4853118,187667
00193,1000000,1442962,1274599,168363
00193,2230940,1222377,1057133,165243
00193,3823507,2978054,2552729,425325
00193,7055667,4324440,2350927,1973513
00194,2907330,1206906,796536,410370
00194,3860000,3297895,3043562,254333
00194,5598037,3345161,1907825,1437337
00194,670000,597827,597827,0
00195,2300000,1830467,1491967,338500
00195,3530000,2583583,1694250,889333
00195,5450897,5889706,5889706,0
00195,5959100,4822163,3922683,899480
00196,0,777933,722100,55833
00196,1000000,23628579,6440577,17188002
00196,6233333,4584460,3174913,1409547
00196,7430700,4458193,2619143,1839050
