"가계지출금액","가계지출_소비지출금액","가계지출_비소비지출금액","전국전체가구_1인이상소득5분위코드","전국전체가구_1인이상소득10분위코드","소득구간코드"
15282052,13524174,1757878,5,09,8
1528310,1408491,119818,1,02,2
1528396,1263044,265353,2,03,2
1528489,1004572,523917,2,04,3
1528603,1430143,98460,1,02,2
1529035,1504619,24417,2,03,2
1529132,940022,589110,5,10,8
1529571,1253258,276313,2,03,3
1530013,1487763,42250,1,02,2
1530103,1364549,165554,2,03,3
1530381,1427048,103333,3,05,4
15310527,10162156,5148371,5,10,8
1531255,1531255,0,1,02,2
1531309,965269,566040,3,05,4
1531325,1307310,224015,2,03,3
1531552,1316314,215238,2,04,3
1531683,719610,812073,4,07,5
15317605,13152733,2164872,5,09,8
1531930,1295060,236870,1,02,2
1532208,1335313,196895,2,03,3
1532214,1197534,334680,1,01,1
1532707,1144663,388043,2,04,3
1532908,1045140,487768,4,07,5
1532974,1410974,122000,1,02,2
1533319,1207687,325632,2,03,2
1533496,1440074,93422,3,06,4
1534098,1183463,350635,2,03,3
15341658,7157492,8184166,5,10,8
1535830,1378830,157000,1,02,2
1536393,1197696,338697,2,04,3
1536423,1249055,287368,2,03,3
1536541,1203208,333333,1,02,2
1536730,1325141,211588,4,07,5
1536800,1163270,373530,4,07,5
1537283,1361453,175830,2,03,2
1537565,1298717,238848,1,01,1
1537635,1315776,221858,2,04,3
1538109,1467027,71082,2,03,2
1538185,1268507,269678,2,03,2
1538876,1412064,126812,3,05,4
15394475,13332208,2062267,5,09,7
15396164,13690228,1705936,5,09,8
1539994,1486994,53000,1,01,1
1540050,1078384,461667,2,03,2
1540260,1495625,44635,1,01,1
1540347,1224997,315350,3,06,4
1540641,1371711,168930,2,04,3
1541435,1465602,75833,3,05,4
1541435,982965,558470,2,04,3
1541509,1353039,188470,2,03,3
1541628,1198244,343383,1,02,2
1541684,1379398,162287,1,02,2
1541707,1151733,389973,4,07,5
1541844,1013919,527925,3,05,4
1542341,972007,570333,3,06,4
1542463,1313403,229060,3,06,4
1542578,1238578,304000,3,05,4
1542620,1040620,502000,1,02,2
1543225,1290131,253093,3,05,4
1543725,1019839,523887,2,03,2
1544070,1496795,47275,3,06,4
15440768,10514333,4926435,5,10,8
1544117,1200465,343652,3,05,4
1544162,1473305,70857,2,04,3
1544192,1364864,179328,3,05,4
1544653,1206121,338532,1,01,1
1544699,1478032,66667,1,02,2
1545212,1113135,432077,1,02,2
1545277,1217332,327945,2,04,3
1545540,1545540,0,2,03,3
1545744,1433270,112473,2,03,2
1545995,1428932,117063,1,02,2
1546239,1078102,468138,4,07,5
1546315,1438375,107940,2,04,3
1546731,1276279,270452,1,02,2
15471993,12090923,3381070,5,09,8
1547214,1260685,286530,1,02,2
1547884,851994,695890,3,05,4
1547898,1196531,351367,2,04,3
1548434,1098635,449799,2,03,3
1548711,1458711,90000,1,01,1
1549088,862055,687033,1,02,2
1549663,1347488,202175,2,03,3
1550600,997807,552793,3,05,4
15506286,10231073,5275213,5,10,8
1550973,1346513,204460,2,03,3
1551089,1427901,123188,2,03,3
1551486,1176199,375287,3,05,4
1551900,1177504,374396,2,03,2
1551910,1245924,305987,3,05,4
1552040,1429551,122489,3,05,4
1552169,1502446,49723,1,01,1
1552564,1552564,0,1,02,2
1552830,970250,582580,2,04,3
1553179,1245679,307500,2,04,3
1553291,1451973,101318,1,01,1
1553385,1508618,44767,2,03,3
1553631,1070476,483155,2,04,3
1554070,1296937,257133,2,03,2
1554872,1317082,237790,2,04,3
1555010,1255434,299576,3,05,4
1555136,1214544,340592,2,04,3
1555153,1471038,84115,1,02,2
1555158,1039478,515680,2,03,2
1555485,1504407,51078,2,03,3
1556162,1054987,501175,2,04,3
1556194,1377038,179157,2,03,3
1556221,1299843,256378,3,05,4
1556439,1086952,469487,2,04,3
1556474,1536474,20000,1,01,1
1556587,1008927,547660,3,06,5
1556783,1143828,412955,3,05,4
1557280,914616,642664,1,02,2
1557679,1268239,289440,1,02,2
1558940,1281960,276980,1,02,2
1559352,1246442,312910,1,02,2
1559524,1526191,33333,2,04,3
1559576,1480571,79005,4,08,6
1559770,1338290,221480,2,04,3
1560021,1156811,403210,3,06,5
1560665,1285548,275117,4,07,5
1560769,1463826,96943,1,01,1
1560818,1119857,440962,1,02,2
1561385,1270747,290638,2,03,3
1561513,1221155,340358,3,05,4
1561744,1249494,312250,2,03,3
1561744,1468436,93308,2,03,3
1561870,1482704,79167,1,02,2
1562151,675991,886160,3,05,4
1562390,1341367,221023,2,03,3
1562675,1176352,386323,2,03,3
1562756,1241034,321722,2,04,3
1562763,1329120,233643,2,03,2
1563363,1361878,201485,2,03,2
1563397,1205815,357582,4,07,5
1563602,762452,801150,2,04,3
1564060,1264253,299807,2,03,3
1564207,1335725,228482,2,03,3
1564415,1366322,198093,2,04,3
1564532,1475620,88913,3,05,4
1564820,1165562,399258,2,03,3
1564996,1413890,151106,1,02,2
15651382,12529814,3121568,5,10,8
1565253,1031647,533607,3,06,4
1565384,1421487,143897,2,04,3
1567253,1325587,241667,2,03,2
1568112,827904,740208,2,03,3
1568149,1568149,0,1,02,2
1568300,1259493,308807,2,04,3
1568602,1410289,158313,3,05,4
1568892,1237902,330990,5,09,7
1569092,1554758,14333,1,02,2
1569224,964374,604850,3,06,4
1569251,1308519,260732,1,02,2
1569496,1233156,336340,2,03,3
1570080,1032002,538078,2,03,3
1570154,1012486,557668,2,04,3
15702640,11124456,4578184,5,10,8
1570265,1320454,249812,3,05,4
1570316,942116,628200,3,06,4
1570469,1386057,184412,2,04,3
1570540,1444852,125688,1,01,1
1570903,1286509,284394,2,03,3
1571177,1487100,84077,2,03,3
1571195,1359085,212110,1,02,2
1572080,1496515,75565,1,01,1
1572758,1300378,272380,1,02,2
1573278,1319958,253320,2,04,3
1573903,1158634,415269,2,03,3
1574263,1377236,197027,2,03,2
1574390,1536140,38250,1,02,2
1574592,1269542,305050,3,06,5
1574695,1383415,191280,1,02,2
1574769,1555603,19167,3,05,4
1575443,1412110,163333,1,01,1
1575904,1301084,274820,2,04,3
1575952,1486175,89777,1,02,2
1576283,1368021,208263,2,03,2
1576339,1169354,406985,2,03,3
1576352,1369875,206477,2,03,3
1576389,1374432,201957,2,03,2
1576861,1275254,301607,2,04,3
1577613,1343446,234167,2,03,3
1577739,1110179,467560,2,04,3
1577798,941163,636635,2,04,3
1578507,1267337,311170,3,05,4
1578802,1346242,232560,1,02,2
1579805,1366255,213550,1,02,2
1580032,1398365,181667,1,02,2
1580149,1285862,294287,3,05,4
1580645,1023387,557258,1,02,2
1580703,1483998,96705,2,03,3
1580714,961564,619150,3,05,4
1580947,1515770,65177,2,03,2
1581533,1519033,62500,2,03,3
1581825,1515045,66780,2,04,3
1581881,1418359,163522,1,02,2
1582328,1556498,25830,1,02,2
1582373,1295586,286787,1,02,2
1582587,1376822,205765,1,01,1
1582697,833139,749558,2,03,3
1583275,1403335,179940,2,04,3
1583743,1258816,324927,2,04,3
1583855,1567189,16667,2,03,2
158407,157573,833,1,01,1
1584221,1154221,430000,1,01,1
1584320,1584320,0,1,02,2
1584495,1145208,439287,2,04,3
1584620,1447720,136900,1,02,2
1585385,1169151,416233,5,09,8
1585800,517800,1068000,1,01,1
1585869,1371740,214129,1,02,2
1585920,1520920,65000,2,03,2
1586085,1473905,112180,1,02,2
1586113,1215637,370476,2,03,3
1586647,1565781,20867,1,02,2
1587016,1482016,105000,2,03,3
1587179,1508832,78347,1,02,2
1587445,1517230,70215,2,03,2
1587621,1550621,37000,1,01,1
1588063,904680,683383,1,02,2
1588322,1478802,109520,2,03,3
1588411,1208769,379642,2,03,3
1588608,1467197,121412,2,03,2
1588632,1413632,175000,2,03,2
1588965,1282025,306940,1,02,2
1588970,1344970,244000,1,01,1
1589270,1345657,243613,1,01,1
1589338,904142,685197,4,07,6
1589487,1532334,57153,3,05,4
1591217,1247437,343780,2,03,2
1591309,1312300,279008,2,03,3
1591340,1228157,363183,2,03,3
1591537,1335899,255638,2,04,3
1592127,1222997,369130,2,03,3
1592193,1275061,317132,3,06,5
1592606,994106,598500,1,02,2
1593010,1518010,75000,2,03,3
1593021,943514,649507,3,05,4
1593038,1509538,83500,1,01,1
1593420,1258231,335189,1,02,2
1593474,1228474,365000,2,03,2
1593602,1305502,288100,1,01,2
1594107,1225797,368310,2,04,3
1594439,1296203,298236,2,04,3
1594679,1111591,483088,2,03,3
1595098,1210176,384922,2,04,3
1595650,1515392,80258,3,06,4
1595689,1488953,106737,1,01,1
1595710,1304414,291296,2,03,3
1595845,1515155,80690,1,02,2
1595947,1268337,327611,3,06,5
1596150,1220983,375167,1,02,2
1596324,1546324,50000,1,02,2
1596694,1269353,327341,2,04,3
1597146,1069352,527794,3,06,4
159730,159730,0,1,01,1
1597396,1313357,284039,2,03,2
1597461,1596378,1083,1,02,2
1597473,1277120,320353,2,04,3
1597683,1035962,561721,3,05,4
1598082,1112162,485920,2,03,3
1599280,1317788,281492,2,03,2
1599512,978884,620628,3,05,4
1599765,1254953,344812,1,01,1
1599980,1288650,311330,2,03,2
1600114,1465365,134748,2,03,3
1600193,1442693,157500,1,02,2
1600306,1597806,2500,2,03,2
1600390,730723,869667,1,02,2
1600511,1233966,366545,2,03,3
1601173,1247840,353333,1,02,2
1602546,803814,798732,2,04,3
1602976,1313465,289511,2,03,3
1603547,1109884,493663,1,02,2
1603748,1196283,407465,3,06,5
1603999,1561762,42238,1,01,1
1604396,1287726,316670,3,05,4
1604408,1289926,314482,2,03,3
1604456,866117,738339,3,06,4
1605144,1223544,381600,2,03,3
1605183,1431626,173557,2,03,3
1605804,948802,657002,3,06,4
1605953,1236503,369450,3,05,4
1606241,1581241,25000,1,01,1
1606325,1332275,274050,2,03,3
1606513,1425880,180633,2,04,3
1606563,1235888,370675,3,05,4
1607325,1277325,330000,2,03,3
1608206,1265021,343185,2,03,3
1608430,1350030,258400,3,05,4
1610522,1520387,90135,2,04,3
1610797,957881,652916,3,06,4
1611484,1288429,323056,2,04,3
1612302,962785,649517,1,01,1
1612490,1499432,113058,2,03,2
1612635,1142635,470000,2,03,2
1613695,1338685,275011,2,04,3
1613902,1573562,40340,2,03,2
1614083,1344407,269677,2,03,2
1614131,1494584,119548,1,02,2
1615799,963285,652513,2,04,3
16161435,12442783,3718652,5,10,8
1616733,1568446,48287,2,03,2
1616763,1376622,240142,3,06,4
1617307,1246139,371168,2,03,3
1617552,1555453,62098,2,03,2
1617799,1348666,269133,2,03,3
1617958,1365425,252533,2,04,3
1618239,1600699,17540,1,01,1
1618526,1256126,362400,1,02,2
1619080,1567413,51667,1,02,2
1619436,1318783,300653,1,02,2
1619638,1159803,459835,2,04,3
1619936,1321483,298453,1,02,2
1620108,953598,666510,3,06,4
1620255,1153799,466457,2,04,3
1620644,1506755,113888,1,02,2
1620666,1423010,197657,2,03,3
1620813,1594432,26382,1,02,2
1620874,1518402,102472,2,03,3
1620893,1305321,315572,2,03,3
1620983,1386776,234207,2,04,3
1621086,1361109,259977,4,07,5
1621487,1565487,56000,3,05,4
1621708,1159333,462375,2,03,3
1622227,1436444,185783,1,02,2
1622477,1087080,535397,3,06,4
1622479,1169145,453333,1,02,2
16226592,14538253,1688339,4,08,7
1622690,1469390,153300,2,03,2
1622803,1541995,80808,1,02,2
1622811,1415623,207189,3,05,4
1622953,1408303,214650,2,03,2
1623217,1049217,574000,1,02,2
1623236,1237777,385459,3,06,5
1623312,1582497,40815,1,02,2
1623345,1345019,278327,3,05,4
16236762,13953605,2283157,5,09,7
1624520,1364353,260167,1,01,2
1624591,1618341,6250,2,04,3
1624623,1498790,125833,2,03,2
1624874,1489871,135003,2,03,3
1625217,1029443,595774,3,05,4
1625246,1119183,506063,2,03,3
1625295,1363195,262100,3,06,4
1625315,1590315,35000,1,01,1
1625464,1573079,52385,1,02,2
1625705,1375188,250517,2,03,3
1625708,1526868,98840,1,02,2
1625880,1408891,216989,2,03,2
1626196,1142536,483660,3,05,4
1626496,1315212,311283,3,05,4
1626601,1505951,120650,2,03,2
1626694,1436298,190395,2,03,3
1627219,1249839,377380,3,06,5
1628372,1348362,280010,3,05,4
1628600,1614120,14480,1,01,1
1628686,1489324,139362,1,02,2
1628981,1265766,363215,2,03,2
1629849,1465529,164320,1,02,2
1629978,829722,800257,2,03,3
1630068,1567648,62420,2,03,3
1630115,1451229,178887,2,03,2
1630179,1193037,437142,2,04,3
1630234,1399828,230407,2,04,3
1630328,1207371,422957,4,07,6
1630489,1368461,262028,2,03,2
1631129,1118129,513000,1,01,1
1631263,907533,723730,3,05,4
1631337,1466369,164968,2,03,3
1631386,1244720,386667,2,04,3
1631422,1139777,491645,1,02,2
1631732,1048132,583600,2,04,3
1631863,1413663,218200,2,03,2
1632072,1178665,453407,1,01,1
1633180,1082548,550632,3,06,5
1633514,1250634,382880,3,05,4
1634056,1280722,353333,1,02,2
1634296,1411624,222672,1,01,1
1635127,1109228,525898,3,05,4
1635275,1534898,100378,2,04,3
1635552,1411765,223787,1,02,2
1635660,1387550,248110,2,04,3
1636227,1631597,4630,3,05,4
1636532,1414077,222455,2,03,2
1636829,1403173,233656,2,04,3
1637211,1224545,412667,1,02,2
1637503,1002700,634803,3,05,4
1637799,1594937,42863,1,02,2
1637863,1457413,180450,2,03,2
1638265,791969,846296,1,02,2
1638389,1384743,253646,2,04,3
1638787,1325557,313230,2,03,3
1639028,1417378,221650,2,03,3
1639047,1461407,177640,2,03,2
1639600,1357747,281853,2,03,3
1640013,1415050,224964,2,04,3
1640302,1392063,248238,1,02,2
1640636,1530636,110000,2,03,3
1640845,819409,821437,2,04,3
1640947,1621614,19333,1,02,2
1641202,1244798,396403,2,04,3
16413030,15526383,886647,2,03,3
1641647,1148643,493004,2,04,3
1642006,1620006,22000,2,03,2
1642078,1271958,370120,3,05,4
1642337,1329354,312983,2,04,3
1642926,1301116,341810,3,06,5
1642963,1535442,107522,1,02,2
1643213,1324083,319130,2,04,3
1643216,1449408,193808,2,03,3
1643278,1604834,38444,2,03,2
1643303,965303,678000,3,06,5
1643412,1235174,408238,2,04,3
1643655,1093655,550000,2,03,3
1643662,1013662,630000,1,02,2
1644896,1634306,10590,2,03,2
1645008,1621008,24000,2,04,3
1645553,1600683,44870,1,02,2
1645674,999766,645908,3,05,4
1645753,967953,677800,1,02,2
1645773,1200647,445127,3,05,4
1645882,1184819,461063,2,04,3
1645903,1164089,481814,4,07,5
1645983,1381968,264015,5,10,8
1646519,1317424,329095,2,04,3
1646679,1442872,203807,2,04,3
1646709,1308871,337838,2,03,3
1646853,1486061,160792,3,06,5
1646960,1456920,190040,1,02,2
1647058,1250025,397033,4,07,6
1647127,1609505,37622,2,04,3
1647240,1396993,250247,2,03,3
1647470,962367,685103,2,04,3
1647494,1549946,97548,2,04,3
1647585,1510660,136925,1,02,2
1647630,1371970,275660,1,02,2
1647997,1611747,36250,1,01,1
1648055,1162973,485082,1,01,1
1648858,1300817,348041,2,03,3
1649107,1649107,0,2,04,3
1649521,1234248,415273,2,04,3
1649552,1263568,385983,2,03,2
1649833,1603167,46667,1,02,2
1649903,1439230,210673,1,02,2
1650389,1196123,454266,3,05,4
1650850,1610850,40000,1,02,2
1650881,1498992,151888,3,05,4
1650983,1597406,53577,1,02,2
1651556,1531564,119992,2,03,2
1651605,1541605,110000,2,03,3
1652178,1502012,150167,1,01,1
1652614,1366985,285629,2,03,2
1652918,1236918,416000,2,04,3
1653123,1281100,372023,3,05,4
1653862,1253862,400000,4,07,5
1653879,1171017,482862,2,03,3
16545841,14633479,1912363,5,09,8
1654814,1463668,191146,4,07,5
1654992,1462020,192972,2,04,3
1655201,1258633,396568,1,02,2
1655352,1347025,308327,1,01,1
1656395,1640985,15410,2,04,3
1656678,1527798,128880,1,01,1
1656774,1299649,357125,3,06,5
1657014,822904,834110,2,04,3
1657145,1629705,27440,2,04,3
1657502,1484865,172637,3,05,4
1657642,1191142,466500,4,07,5
1658409,1290445,367964,2,04,3
1658587,1658587,0,1,01,1
1658841,221000,1437842,2,03,3
1659094,1594104,64990,1,01,1
1659291,1571458,87833,1,02,2
1659544,1538466,121078,1,02,2
1659665,1248403,411263,2,03,2
1659944,948308,711637,2,04,3
1660929,1400329,260600,2,03,2
1661461,1417225,244237,3,05,4
1661741,1220956,440785,2,04,3
1661824,1086775,575048,3,05,4
1661921,1355356,306565,2,04,3
1662002,1183472,478530,1,02,2
1662551,1541874,120677,2,04,3
1662775,1114820,547955,2,03,3
16628525,13527879,3100646,4,07,5
1662950,589617,1073333,2,03,2
1663344,1542836,120508,4,07,5
1663469,1398399,265070,1,01,1
1663546,1499531,164015,2,03,2
1663694,1082699,580995,1,02,2
1664455,1004455,660000,2,03,2
1664532,1239631,424901,2,04,3
1665170,1408667,256503,4,08,7
1665914,1422258,243656,2,03,3
1666121,1339683,326438,2,03,2
1666213,1576546,89667,2,03,2
1667102,1403142,263960,3,05,4
1667753,1261575,406178,3,06,4
1668231,1472481,195750,2,03,3
1668483,1531223,137260,1,02,2
1668653,1158928,509725,3,05,4
1668720,1426302,242418,3,06,4
1669860,1081395,588465,2,03,3
1670133,1136725,533408,2,03,3
1671438,1266866,404572,3,05,4
1671658,959868,711790,1,02,2
1671719,1475059,196660,2,03,3
1671725,1240772,430952,2,04,3
1671969,1293932,378037,2,03,3
1672084,1047631,624453,2,04,3
1672249,1243094,429155,4,08,6
1672667,1290817,381850,3,06,4
1672851,1087292,585558,3,06,4
1673070,1570713,102357,1,01,1
1673370,1277400,395970,2,04,3
1673766,1662566,11200,1,01,1
1674042,1634886,39156,2,03,3
1674839,1593913,80927,2,04,3
1675053,1654991,20062,4,07,5
1675210,1560417,114793,2,04,3
1675361,1551029,124332,1,02,2
1675615,1261524,414092,2,03,3
1675843,1096529,579313,2,04,3
16761042,14023679,2737363,5,10,8
1676724,1458400,218324,2,03,3
1676835,1213565,463270,4,08,6
1676929,1597322,79607,3,05,4
1677305,1589980,87325,1,01,1
1677386,991786,685600,2,04,3
16774619,13792185,2982433,5,10,8
1677992,1516445,161547,1,02,2
1678102,1251308,426795,3,05,4
1678215,1425768,252447,2,04,3
1678236,1515148,163088,2,03,2
1678617,1474984,203633,2,03,3
1678629,1336689,341940,2,04,3
1679258,1338282,340977,2,04,3
1679754,1552621,127133,2,03,3
1680137,1382582,297555,2,03,3
1680341,1356331,324010,2,03,2
1680403,1632069,48333,2,03,3
1680557,999867,680690,3,06,5
1680720,1366239,314482,3,06,5
1682021,1063584,618437,2,04,3
1682297,1473817,208480,2,03,2
1682499,1418319,264180,4,07,6
1682790,1614077,68713,2,04,3
1682890,1325030,357860,1,01,1
1683632,1329872,353760,2,03,3
1683739,1332348,351392,2,04,3
1684120,376420,1307700,2,04,3
1684256,1684256,0,1,01,1
1684306,1144171,540135,4,07,5
1684455,1175032,509423,4,08,7
1684815,1559897,124918,1,02,2
1684823,1607853,76970,1,02,2
1685183,1206140,479043,3,05,4
1685658,1215478,470180,2,04,3
1685914,1672164,13750,2,03,3
1686011,1464041,221970,2,03,2
1686333,1333129,353204,1,02,2
1686467,1372046,314422,2,03,3
1686742,1673409,13333,1,02,2
1686790,1154440,532350,2,04,3
1687532,1632703,54829,2,04,3
1687568,1570780,116788,1,02,2
1687820,1290184,397636,2,04,3
1687878,1410533,277345,2,04,3
1687906,1398353,289553,1,02,2
1687977,1620477,67500,1,01,1
1689334,1446765,242569,2,04,3
1689960,1268553,421407,3,05,4
1690423,1442218,248205,2,04,3
1690680,1432092,258587,2,04,3
1690689,1442507,248182,2,04,3
16908530,9181899,7726631,5,10,8
1691122,1045142,645980,4,08,7
1691249,1391804,299445,2,04,3
1691291,1364625,326667,1,02,2
1691767,1505637,186130,2,03,2
1691975,1375028,316947,1,02,2
1692167,1557697,134470,2,04,3
1692272,984744,707528,2,04,3
1692518,1319808,372710,2,04,3
1692720,1571680,121040,1,02,2
1692946,1476471,216475,4,07,5
1693540,678540,1015000,1,01,1
1693802,1379228,314573,2,03,2
1693837,1592597,101240,2,03,3
1695240,1599640,95600,1,02,2
1695334,1637834,57500,2,03,3
1696944,1481336,215608,2,04,3
1697261,1179465,517797,3,06,5
1697461,1355361,342100,3,06,4
1697532,1500652,196880,2,04,3
1697902,1552902,145000,1,02,2
1698069,814069,884000,2,03,2
1698471,1507458,191013,2,03,2
1698537,1494057,204480,1,01,1
1698546,1133212,565333,2,04,3
1698661,737825,960836,3,05,4
1698686,1698686,0,4,07,5
1699505,1334555,364950,4,07,5
1699558,1482891,216667,1,02,2
1699781,975479,724302,2,04,3
1699970,1699970,0,1,01,1
1700038,1341190,358848,3,06,5
1700100,1287470,412630,2,04,3
1700467,1246289,454178,3,05,4
1700800,1543400,157400,2,03,3
1700851,1434158,266693,1,02,2
1700890,1239557,461333,2,03,2
1701013,1571841,129172,2,04,3
1701299,1556102,145197,2,04,3
1701340,1459373,241967,2,03,2
1701357,1371524,329833,2,03,3
1701555,1219512,482043,2,04,3
1701597,1577385,124212,1,02,2
1701650,581080,1120570,4,07,5
1701713,1157485,544228,4,08,7
1701889,1461907,239982,3,05,4
1702324,1287559,414765,3,05,4
1702628,1614841,87787,1,02,2
1702723,1222965,479758,3,05,4
1702755,1689487,13268,1,02,2
1702799,1633804,68995,2,03,3
1702968,1320107,382862,2,04,3
1703383,1341565,361818,2,04,3
1703397,1491730,211667,4,07,6
1703680,1452608,251072,4,07,5
1703814,1593098,110716,1,02,2
1703837,1390600,313237,2,04,3
1704508,1062545,641963,3,05,4
1704920,1472520,232400,1,02,2
1705359,1662225,43133,1,02,2
1705579,933076,772503,4,08,6
1705599,1523099,182500,1,01,1
1706126,1648872,57254,2,03,2
1706251,1438285,267967,1,02,2
1706303,1352136,354168,2,04,3
1706367,932467,773900,3,06,4
1706808,1184120,522688,1,01,1
1706840,1689522,17318,1,02,2
1706951,1316779,390172,3,05,4
1707408,1574526,132882,1,02,2
1707718,1544320,163398,3,05,4
1708246,1476620,231626,1,02,2
1709669,1606918,102752,2,04,3
1709679,1417906,291773,3,05,4
1710254,1474697,235557,1,02,2
1710447,1377005,333442,1,02,2
1710696,729686,981010,4,08,6
1711307,1354961,356347,1,02,2
1711860,1476304,235557,3,06,4
1712100,1139720,572380,2,04,3
17127310,12701538,4425773,5,10,8
1712854,1572086,140767,1,02,2
1713211,1170156,543055,4,07,5
1713390,1408998,304392,3,06,4
17134783,13709162,3425621,5,10,8
1713531,1329031,384500,2,04,3
1713776,1622492,91283,1,01,1
1713799,1311519,402280,2,03,2
1714225,1219049,495176,2,04,3
1714539,1676439,38100,1,02,2
1714777,1560892,153885,2,03,3
1715173,1539033,176140,1,02,2
1715263,1509337,205927,2,03,3
1715417,1329750,385667,3,05,4
1715852,1498189,217663,2,03,2
1716481,1716481,0,2,03,2
1716687,1507565,209122,2,04,3
1716717,1238637,478080,2,03,3
1716924,1716924,0,1,02,2
17169482,5596532,11572950,5,10,8
1717302,1115645,601657,2,03,3
1717517,1643017,74500,1,02,2
1717602,810120,907482,4,07,5
1717715,1214945,502770,2,04,3
1717888,1404618,313270,3,05,4
1718031,960531,757500,2,04,3
1718282,1263782,454500,4,07,5
171859,171859,0,1,02,2
1718983,1535399,183583,1,02,2
1719837,1430003,289833,1,02,2
1719884,1329769,390115,2,03,3
1720351,1528791,191560,3,05,4
1720628,1203793,516835,3,05,4
1720733,1243354,477380,2,04,3
1720849,1536919,183930,2,03,3
1721803,1706178,15625,2,03,2
1722523,1369553,352970,2,03,3
1722535,1405735,316800,2,03,3
1722746,1300846,421900,2,04,3
1722954,1401867,321088,2,04,3
1723332,1658332,65000,1,01,1
1723835,1672168,51667,1,02,2
1724176,1305823,418353,2,03,3
1724868,1596308,128560,2,03,3
1725392,1473903,251489,2,03,3
1725779,1652079,73700,2,03,2
1725955,1585955,140000,1,02,2
1726220,1336590,389630,2,04,3
1726588,726488,1000100,2,04,3
1727125,1134342,592783,2,04,3
1728505,942759,785746,3,05,4
1728562,1570686,157876,2,04,3
1729100,1509202,219898,2,03,3
1729281,1235326,493955,2,03,3
1729791,1515911,213880,2,03,2
1729982,1131219,598763,2,04,3
1730591,1506310,224281,3,05,4
1731167,855219,875948,4,07,5
1731664,1688464,43200,3,05,4
1731988,1364639,367348,2,04,3
1732408,1032408,700000,2,03,2
1733096,1153890,579206,3,05,4
1733316,1443771,289545,2,04,3
1733557,1687287,46270,2,04,3
1734044,1388844,345200,2,04,3
1734189,1414926,319263,2,04,3
1734827,1630034,104793,2,03,2
1734856,1734398,458,1,02,2
1734957,1404133,330823,3,06,4
1735083,1656596,78487,1,02,2
1735390,1368932,366458,1,02,2
1735938,1264763,471175,1,02,2
1735943,1384504,351438,2,03,3
1736075,1348395,387680,3,06,4
1736512,1314960,421553,2,03,2
1736788,1662214,74573,2,04,3
1737732,1471171,266561,2,04,3
1738882,1254572,484310,3,06,5
1739211,1356052,383159,1,01,1
1739307,1392319,346988,1,02,2
1739453,1695334,44119,1,01,1
1739782,1321802,417980,4,07,5
1739829,1366829,373000,3,05,4
1739834,1297894,441940,2,04,3
1739995,1548985,191010,1,02,2
1740001,889641,850360,3,06,5
1740283,1688450,51833,1,02,2
1740402,1137592,602810,3,06,5
1740508,1536853,203655,2,04,3
1740744,1498212,242532,2,03,3
1740828,890661,850167,4,07,6
1741433,1517691,223742,1,02,2
1741504,1233538,507967,3,06,5
1741545,1501279,240267,2,03,3
1742898,1573588,169310,2,03,2
1743609,1521836,221773,3,06,5
1743634,775153,968482,2,04,3
1744233,1312353,431880,4,08,6
1744525,1417858,326667,2,04,3
1745125,1707915,37210,2,03,3
1745317,1454667,290650,2,03,3
1745474,1335736,409738,3,06,5
1746058,1186058,560000,4,07,5
1746270,1594481,151789,2,04,3
1746533,1247309,499224,3,06,4
1747010,1102607,644403,1,01,1
1747883,1217038,530845,3,06,4
1748260,1518456,229803,2,04,3
1749428,1323668,425760,1,02,2
1750127,1708162,41965,1,02,2
1751013,1396925,354088,3,05,4
1751178,1422276,328902,2,04,3
1751255,1363005,388250,2,03,2
1751379,1498276,253103,1,02,2
1752122,945625,806497,2,04,3
1752241,1464448,287793,2,03,3
1752636,1720019,32617,1,02,2
17527785,13670878,3856907,5,10,8
1753116,1597896,155220,2,04,3
1753601,1303489,450113,2,04,3
1753669,1678449,75220,1,01,1
1753673,1144943,608730,3,06,5
1753682,1522644,231038,3,05,4
1753706,1739726,13980,2,04,3
1754462,1274102,480359,2,04,3
1755028,1417928,337100,4,07,5
1755791,1572397,183394,4,07,6
1755814,1425814,330000,1,02,2
1755857,1610854,145003,2,03,3
1755937,1485701,270237,3,05,3
1755976,1721366,34610,3,05,4
1756134,1372064,384070,1,02,2
1756651,1074298,682354,3,05,4
1757625,1690715,66910,2,03,2
1757724,1461622,296102,4,07,6
1757749,1624416,133333,1,02,2
1757789,1448729,309060,2,04,3
1758114,1647354,110760,2,03,3
1758159,1434081,324078,2,04,3
1758170,1687862,70308,2,04,3
1758397,1697468,60928,1,01,1
1758437,1477582,280855,2,03,3
1758661,708661,1050000,2,04,3
1759087,1489087,270000,3,06,5
1759435,1034202,725233,2,04,3
1760733,1531573,229160,2,03,2
1761290,1664190,97100,2,04,3
1761809,1392519,369290,3,05,4
1762045,1668617,93428,3,05,4
1762164,1424774,337390,1,01,1
1762743,1551272,211472,2,03,3
1763701,1585341,178360,3,06,4
1763786,1541646,222140,2,04,3
1763907,1599969,163938,2,03,3
1763955,1340817,423138,3,06,5
1764072,1378605,385467,3,05,4
1764453,1473947,290506,2,04,3
1765399,1310279,455120,2,04,3
1765712,1477032,288680,2,03,3
1766847,1216077,550769,2,04,3
1766856,1510324,256532,2,04,3
1768406,1111766,656640,3,06,4
1768616,1673542,95073,2,03,2
1768864,1692825,76038,3,06,4
1769600,1552375,217225,2,03,2
